ID Pedido;ID Produto;Quantidade;ID Veículo;Status do pedido;Data da compra;Data de entrega;Data previsão;Latitude;Longitude;UF da entrega
79636;32;6;5;Entregue;5/25/20 16:23;14/06/2020 16:23;11/06/2020 16:23;-22.25;-42.66;RJ
79637;26;6;10;Entregue;5/25/20 16:38;10/06/2020 16:38;13/06/2020 16:38;-12.64;-55.42;MT
79638;19;9;32;Entregue;5/25/20 16:44;31/05/2020 16:44;12/06/2020 16:44;-10.83;-63.34;RO
79639;2;8;9;Entregue;5/25/20 16:47;09/06/2020 16:47;10/06/2020 16:47;-5.2;-39.53;CE
79640;38;9;41;Entregue;5/25/20 16:55;01/06/2020 16:55;10/06/2020 16:55;-22.25;-42.66;RJ
79641;10;2;14;Entregue;5/25/20 17:05;28/05/2020 17:05;12/06/2020 17:05;-22.25;-42.66;RJ
79642;17;2;3;Entregue;5/25/20 17:19;07/06/2020 17:19;10/06/2020 17:19;-18.1;-44.38;MG
79643;11;3;7;Entregue;5/25/20 17:37;05/06/2020 17:37;09/06/2020 17:37;-30.17;-53.5;RS
79644;12;10;31;Entregue;5/25/20 17:46;31/05/2020 17:46;13/06/2020 17:46;-22.19;-48.79;SP
79645;9;4;22;Entregue;5/25/20 17:48;08/06/2020 17:48;11/06/2020 17:48;-12.64;-55.42;MT
79646;19;4;32;Entregue;5/25/20 17:53;29/05/2020 17:53;12/06/2020 17:53;-3.47;-65.1;AM
79647;10;9;12;Entregue;5/25/20 18:02;31/05/2020 18:02;10/06/2020 18:02;-22.25;-42.66;RJ
79648;28;9;19;Entregue;5/25/20 18:06;14/06/2020 18:06;13/06/2020 18:06;-10.57;-37.45;SE
79649;64;3;28;Entregue;5/25/20 18:06;11/06/2020 18:06;11/06/2020 18:06;1.41;-51.77;AP
79650;62;5;38;Entregue;5/25/20 18:07;13/06/2020 18:07;13/06/2020 18:07;-22.19;-48.79;SP
79651;43;9;39;Entregue;5/25/20 18:15;09/06/2020 18:15;13/06/2020 18:15;-22.19;-48.79;SP
79652;51;6;12;Entregue;5/25/20 18:16;12/06/2020 18:16;14/06/2020 18:16;-22.19;-48.79;SP
79653;60;1;9;Entregue;5/25/20 18:28;02/06/2020 18:28;10/06/2020 18:28;-22.25;-42.66;RJ
79654;19;9;8;Entregue;5/25/20 18:29;02/06/2020 18:29;14/06/2020 18:29;1.41;-51.77;AP
79655;3;3;34;Entregue;5/25/20 18:31;28/05/2020 18:31;14/06/2020 18:31;-18.1;-44.38;MG
79656;52;3;29;Entregue;5/25/20 18:35;12/06/2020 18:35;14/06/2020 18:35;-15.83;-47.86;DF
79657;56;3;7;Entregue;5/25/20 18:43;29/05/2020 18:43;11/06/2020 18:43;-5.81;-36.59;RN
79658;56;6;10;Entregue;5/25/20 18:44;05/06/2020 18:44;14/06/2020 18:44;-18.1;-44.38;MG
79659;7;2;21;Entregue;5/25/20 18:44;31/05/2020 18:44;11/06/2020 18:44;-22.19;-48.79;SP
79660;34;6;11;Entregue;5/25/20 18:57;02/06/2020 18:57;09/06/2020 18:57;-22.19;-48.79;SP
79661;7;6;29;Entregue;5/25/20 19:17;07/06/2020 19:17;14/06/2020 19:17;-22.25;-42.66;RJ
79662;39;7;15;Entregue;5/25/20 19:17;12/06/2020 19:17;10/06/2020 19:17;-10.57;-37.45;SE
79663;1;4;39;Entregue;5/25/20 19:21;08/06/2020 19:21;09/06/2020 19:21;-22.25;-42.66;RJ
79664;39;8;19;Entregue;5/25/20 19:55;02/06/2020 19:55;13/06/2020 19:55;-22.25;-42.66;RJ
79665;17;3;24;Entregue;5/25/20 20:11;06/06/2020 20:11;12/06/2020 20:11;-5.42;-45.44;MA
79666;6;6;34;Entregue;5/25/20 20:26;14/06/2020 20:26;11/06/2020 20:26;-22.19;-48.79;SP
79667;36;2;40;Entregue;5/25/20 20:35;03/06/2020 20:35;10/06/2020 20:35;-22.19;-48.79;SP
79668;15;10;6;Entregue;5/25/20 20:43;03/06/2020 20:43;09/06/2020 20:43;1.99;-61.33;RR
79669;60;1;17;Entregue;5/25/20 20:44;29/05/2020 20:44;09/06/2020 20:44;-8.38;-37.86;PE
79670;40;10;13;Entregue;5/25/20 20:44;12/06/2020 20:44;14/06/2020 20:44;-22.25;-42.66;RJ
79671;64;9;40;Entregue;5/25/20 20:47;04/06/2020 20:47;13/06/2020 20:47;-7.28;-36.72;PB
79672;26;8;12;Entregue;5/25/20 21:01;03/06/2020 21:01;10/06/2020 21:01;-22.25;-42.66;RJ
79673;38;5;31;Entregue;5/25/20 21:05;29/05/2020 21:05;13/06/2020 21:05;-22.25;-42.66;RJ
79674;63;4;29;Entregue;5/25/20 21:09;30/05/2020 21:09;12/06/2020 21:09;-22.19;-48.79;SP
79675;39;2;25;Entregue;5/25/20 21:15;08/06/2020 21:15;11/06/2020 21:15;-22.19;-48.79;SP
79676;42;4;12;Entregue;5/25/20 21:15;14/06/2020 21:15;14/06/2020 21:15;-7.28;-36.72;PB
79677;47;9;2;Entregue;5/25/20 21:31;10/06/2020 21:31;14/06/2020 21:31;-22.25;-42.66;RJ
79678;39;1;9;Entregue;5/25/20 22:00;14/06/2020 22:00;10/06/2020 22:00;-12.64;-55.42;MT
79679;41;3;39;Entregue;5/25/20 22:02;06/06/2020 22:02;11/06/2020 22:02;-22.19;-48.79;SP
79680;16;7;40;Entregue;5/25/20 22:04;08/06/2020 22:04;14/06/2020 22:04;-5.81;-36.59;RN
79681;53;1;6;Entregue;5/25/20 22:07;11/06/2020 22:07;14/06/2020 22:07;-15.98;-49.86;GO
79682;35;4;1;Entregue;5/25/20 22:10;11/06/2020 22:10;14/06/2020 22:10;-9.62;-36.82;AL
79683;22;1;8;Entregue;5/25/20 22:21;05/06/2020 22:21;13/06/2020 22:21;-22.25;-42.66;RJ
79684;11;7;25;Entregue;5/25/20 23:05;01/06/2020 23:05;10/06/2020 23:05;-10.83;-63.34;RO
79685;16;7;38;Entregue;5/25/20 23:56;04/06/2020 23:56;14/06/2020 23:56;1.41;-51.77;AP
79686;38;7;8;Entregue;5/26/20 0:14;09/06/2020 00:14;15/06/2020 00:14;1.99;-61.33;RR
79687;12;9;24;Entregue;5/26/20 0:34;05/06/2020 00:34;11/06/2020 00:34;-10.83;-63.34;RO
79688;59;6;39;Entregue;5/26/20 0:34;15/06/2020 00:34;15/06/2020 00:34;-22.19;-48.79;SP
79689;50;4;26;Entregue;5/26/20 0:50;12/06/2020 00:50;15/06/2020 00:50;-15.98;-49.86;GO
79690;6;6;10;Entregue;5/26/20 3:36;14/06/2020 03:36;10/06/2020 03:36;-30.17;-53.5;RS
79691;7;6;2;Entregue;5/26/20 7:45;12/06/2020 07:45;15/06/2020 07:45;-5.42;-45.44;MA
79692;51;3;9;Entregue;5/26/20 7:48;11/06/2020 07:48;11/06/2020 07:48;-22.19;-48.79;SP
79693;3;6;23;Entregue;5/26/20 7:53;08/06/2020 07:53;11/06/2020 07:53;-13.29;-41.71;BA
79694;31;10;24;Entregue;5/26/20 8:26;05/06/2020 08:26;11/06/2020 08:26;-8.38;-37.86;PE
79695;32;2;21;Entregue;5/26/20 8:58;09/06/2020 08:58;13/06/2020 08:58;-22.19;-48.79;SP
79696;29;1;15;Entregue;5/26/20 9:27;12/06/2020 09:27;14/06/2020 09:27;-22.19;-48.79;SP
79697;55;3;12;Entregue;5/26/20 9:29;29/05/2020 09:29;11/06/2020 09:29;-3.79;-52.48;PA
79698;4;7;19;Entregue;5/26/20 9:35;04/06/2020 09:35;14/06/2020 09:35;-5.2;-39.53;CE
79699;44;5;16;Entregue;5/26/20 9:47;08/06/2020 09:47;15/06/2020 09:47;-22.19;-48.79;SP
79700;55;3;31;Entregue;5/26/20 9:47;30/05/2020 09:47;11/06/2020 09:47;-22.19;-48.79;SP
79701;4;1;7;Entregue;5/26/20 9:55;30/05/2020 09:55;12/06/2020 09:55;-5.81;-36.59;RN
79702;31;9;42;Entregue;5/26/20 10:08;02/06/2020 10:08;13/06/2020 10:08;-22.25;-42.66;RJ
79703;39;1;3;Entregue;5/26/20 10:10;15/06/2020 10:10;13/06/2020 10:10;-9.46;-48.26;TO
79704;7;5;9;Entregue;5/26/20 10:35;30/05/2020 10:35;10/06/2020 10:35;-22.25;-42.66;RJ
79705;33;5;25;Entregue;5/26/20 10:54;30/05/2020 10:54;13/06/2020 10:54;-10.83;-63.34;RO
79706;57;9;15;Entregue;5/26/20 11:33;01/06/2020 11:33;15/06/2020 11:33;-22.19;-48.79;SP
79707;26;8;3;Entregue;5/26/20 11:41;31/05/2020 11:41;12/06/2020 11:41;-22.25;-42.66;RJ
79708;27;5;13;Entregue;5/26/20 11:42;01/06/2020 11:42;11/06/2020 11:42;-22.19;-48.79;SP
79709;29;1;7;Entregue;5/26/20 11:44;11/06/2020 11:44;14/06/2020 11:44;-19.19;-40.34;ES
79710;15;9;22;Entregue;5/26/20 11:51;02/06/2020 11:51;12/06/2020 11:51;-18.1;-44.38;MG
79711;57;2;2;Entregue;5/26/20 11:51;08/06/2020 11:51;15/06/2020 11:51;-22.19;-48.79;SP
79712;45;5;41;Entregue;5/26/20 11:57;09/06/2020 11:57;12/06/2020 11:57;-5.81;-36.59;RN
79713;17;8;16;Entregue;5/26/20 12:03;03/06/2020 12:03;13/06/2020 12:03;-22.25;-42.66;RJ
79714;27;3;41;Entregue;5/26/20 12:04;06/06/2020 12:04;10/06/2020 12:04;-22.19;-48.79;SP
79715;19;7;23;Entregue;5/26/20 12:12;10/06/2020 12:12;10/06/2020 12:12;1.99;-61.33;RR
79716;57;5;14;Entregue;5/26/20 12:16;04/06/2020 12:16;15/06/2020 12:16;-22.19;-48.79;SP
79717;21;8;22;Entregue;5/26/20 12:25;13/06/2020 12:25;15/06/2020 12:25;1.41;-51.77;AP
79718;3;7;8;Entregue;5/26/20 12:31;08/06/2020 12:31;10/06/2020 12:31;-22.19;-48.79;SP
79719;1;9;8;Entregue;5/26/20 12:46;31/05/2020 12:46;13/06/2020 12:46;-22.19;-48.79;SP
79720;26;8;31;Entregue;5/26/20 12:49;03/06/2020 12:49;14/06/2020 12:49;-15.98;-49.86;GO
79721;12;10;10;Entregue;5/26/20 12:58;29/05/2020 12:58;14/06/2020 12:58;-22.25;-42.66;RJ
79722;66;2;11;Entregue;5/26/20 13:07;02/06/2020 13:07;14/06/2020 13:07;-22.25;-42.66;RJ
79723;23;4;1;Entregue;5/26/20 13:08;30/05/2020 13:08;10/06/2020 13:08;-22.25;-42.66;RJ
79724;7;7;31;Entregue;5/26/20 13:11;04/06/2020 13:11;11/06/2020 13:11;-13.29;-41.71;BA
79725;6;6;9;Entregue;5/26/20 13:12;08/06/2020 13:12;11/06/2020 13:12;-15.83;-47.86;DF
79726;64;3;9;Entregue;5/26/20 13:12;01/06/2020 13:12;13/06/2020 13:12;-15.83;-47.86;DF
79727;35;10;38;Entregue;5/26/20 13:17;09/06/2020 13:17;13/06/2020 13:17;1.99;-61.33;RR
79728;38;3;33;Entregue;5/26/20 13:28;30/05/2020 13:28;13/06/2020 13:28;-9.62;-36.82;AL
79729;38;3;25;Entregue;5/26/20 13:28;04/06/2020 13:28;13/06/2020 13:28;-6.6;-42.28;PI
79730;8;9;29;Entregue;5/26/20 13:30;31/05/2020 13:30;14/06/2020 13:30;-5.2;-39.53;CE
79731;52;1;33;Entregue;5/26/20 13:36;13/06/2020 13:36;11/06/2020 13:36;-22.19;-48.79;SP
79732;32;5;42;Entregue;5/26/20 13:42;30/05/2020 13:42;15/06/2020 13:42;-5.42;-45.44;MA
79733;37;9;8;Entregue;5/26/20 13:53;07/06/2020 13:53;11/06/2020 13:53;-22.19;-48.79;SP
79734;32;2;23;Entregue;5/26/20 13:56;10/06/2020 13:56;13/06/2020 13:56;-19.19;-40.34;ES
79735;42;2;23;Entregue;5/26/20 14:19;11/06/2020 14:19;11/06/2020 14:19;-22.19;-48.79;SP
79736;47;8;11;Entregue;5/26/20 14:29;04/06/2020 14:29;12/06/2020 14:29;-10.57;-37.45;SE
79737;33;4;38;Entregue;5/26/20 14:54;07/06/2020 14:54;14/06/2020 14:54;-6.6;-42.28;PI
79738;39;3;11;Entregue;5/26/20 15:04;07/06/2020 15:04;11/06/2020 15:04;-22.19;-48.79;SP
79739;43;8;14;Entregue;5/26/20 15:10;08/06/2020 15:10;10/06/2020 15:10;-22.25;-42.66;RJ
79740;57;4;13;Entregue;5/26/20 15:19;13/06/2020 15:19;14/06/2020 15:19;1.99;-61.33;RR
79741;39;9;12;Entregue;5/26/20 15:20;04/06/2020 15:20;15/06/2020 15:20;-10.83;-63.34;RO
79742;32;6;42;Entregue;5/26/20 15:41;11/06/2020 15:41;14/06/2020 15:41;-15.98;-49.86;GO
79743;6;3;38;Entregue;5/26/20 16:01;02/06/2020 16:01;10/06/2020 16:01;-10.83;-63.34;RO
79744;64;6;33;Entregue;5/26/20 16:05;09/06/2020 16:05;12/06/2020 16:05;-22.25;-42.66;RJ
79745;17;2;28;Entregue;5/26/20 16:06;08/06/2020 16:06;11/06/2020 16:06;-10.83;-63.34;RO
79746;4;2;14;Entregue;5/26/20 16:17;04/06/2020 16:17;10/06/2020 16:17;1.99;-61.33;RR
79747;59;3;38;Entregue;5/26/20 16:26;31/05/2020 16:26;14/06/2020 16:26;-22.19;-48.79;SP
79748;46;3;38;Entregue;5/26/20 16:33;15/06/2020 16:33;12/06/2020 16:33;-22.25;-42.66;RJ
79749;4;3;38;Entregue;5/26/20 16:35;09/06/2020 16:35;15/06/2020 16:35;-27.45;-50.95;SC
79750;30;7;1;Entregue;5/26/20 16:40;11/06/2020 16:40;14/06/2020 16:40;-8.77;-70.55;AC
79751;24;10;31;Entregue;5/26/20 16:46;03/06/2020 16:46;15/06/2020 16:46;-9.62;-36.82;AL
79752;4;9;40;Entregue;5/26/20 16:54;30/05/2020 16:54;15/06/2020 16:54;-5.2;-39.53;CE
79753;65;7;39;Entregue;5/26/20 17:57;29/05/2020 17:57;10/06/2020 17:57;-22.25;-42.66;RJ
79754;40;10;1;Entregue;5/26/20 18:16;14/06/2020 18:16;12/06/2020 18:16;-22.25;-42.66;RJ
79755;38;10;33;Entregue;5/26/20 18:18;02/06/2020 18:18;10/06/2020 18:18;-12.64;-55.42;MT
79756;15;10;6;Entregue;5/26/20 18:25;10/06/2020 18:25;15/06/2020 18:25;-22.25;-42.66;RJ
79757;20;8;11;Entregue;5/26/20 18:41;03/06/2020 18:41;10/06/2020 18:41;-5.42;-45.44;MA
79758;27;10;15;Entregue;5/26/20 18:50;04/06/2020 18:50;11/06/2020 18:50;-22.25;-42.66;RJ
79759;24;7;15;Entregue;5/26/20 18:51;12/06/2020 18:51;11/06/2020 18:51;1.99;-61.33;RR
79760;56;2;35;Entregue;5/26/20 18:55;05/06/2020 18:55;14/06/2020 18:55;-5.2;-39.53;CE
79761;54;1;18;Entregue;5/26/20 19:08;14/06/2020 19:08;12/06/2020 19:08;-22.19;-48.79;SP
79762;56;2;29;Entregue;5/26/20 19:19;30/05/2020 19:19;12/06/2020 19:19;-22.25;-42.66;RJ
79763;31;7;8;Entregue;5/26/20 19:20;02/06/2020 19:20;13/06/2020 19:20;-27.45;-50.95;SC
79764;38;6;11;Entregue;5/26/20 19:30;31/05/2020 19:30;14/06/2020 19:30;-30.17;-53.5;RS
79765;19;8;35;Entregue;5/26/20 19:31;10/06/2020 19:31;14/06/2020 19:31;-9.62;-36.82;AL
79766;52;6;30;Entregue;5/26/20 19:36;06/06/2020 19:36;12/06/2020 19:36;-22.25;-42.66;RJ
79767;26;5;29;Entregue;5/26/20 19:42;15/06/2020 19:42;11/06/2020 19:42;-22.25;-42.66;RJ
79768;51;9;25;Entregue;5/26/20 20:09;30/05/2020 20:09;11/06/2020 20:09;-22.25;-42.66;RJ
79769;52;10;18;Entregue;5/26/20 20:09;06/06/2020 20:09;14/06/2020 20:09;-10.57;-37.45;SE
79770;43;8;24;Entregue;5/26/20 20:54;06/06/2020 20:54;13/06/2020 20:54;-22.19;-48.79;SP
79771;58;6;40;Entregue;5/26/20 21:08;31/05/2020 21:08;11/06/2020 21:08;-3.79;-52.48;PA
79772;52;3;1;Entregue;5/26/20 21:25;13/06/2020 21:25;15/06/2020 21:25;-18.1;-44.38;MG
79773;43;8;35;Entregue;5/26/20 21:25;29/05/2020 21:25;10/06/2020 21:25;-22.19;-48.79;SP
79774;22;2;38;Entregue;5/26/20 21:35;11/06/2020 21:35;15/06/2020 21:35;-22.19;-48.79;SP
79775;30;6;30;Entregue;5/26/20 21:38;01/06/2020 21:38;15/06/2020 21:38;-22.19;-48.79;SP
79776;7;3;34;Entregue;5/26/20 21:43;13/06/2020 21:43;13/06/2020 21:43;-22.19;-48.79;SP
79777;9;10;2;Entregue;5/26/20 21:46;31/05/2020 21:46;12/06/2020 21:46;-10.57;-37.45;SE
79778;37;7;12;Entregue;5/26/20 22:02;09/06/2020 22:02;12/06/2020 22:02;-18.1;-44.38;MG
79779;39;2;21;Entregue;5/26/20 22:18;09/06/2020 22:18;15/06/2020 22:18;-3.79;-52.48;PA
79780;18;1;22;Entregue;5/26/20 22:39;10/06/2020 22:39;10/06/2020 22:39;-18.1;-44.38;MG
79781;55;4;35;Entregue;5/26/20 23:17;06/06/2020 23:17;10/06/2020 23:17;-22.25;-42.66;RJ
79782;26;7;39;Entregue;5/26/20 23:26;15/06/2020 23:26;12/06/2020 23:26;-24.89;-51.55;PR
79783;63;4;16;Entregue;5/26/20 23:30;07/06/2020 23:30;11/06/2020 23:30;-18.1;-44.38;MG
79784;62;5;37;Entregue;5/26/20 23:52;30/05/2020 23:52;10/06/2020 23:52;-22.25;-42.66;RJ
79785;21;3;15;Entregue;5/27/20 0:31;11/06/2020 00:31;12/06/2020 00:31;-7.28;-36.72;PB
79786;57;4;14;Entregue;5/27/20 0:47;11/06/2020 00:47;15/06/2020 00:47;-10.83;-63.34;RO
79787;8;6;18;Entregue;5/27/20 3:04;02/06/2020 03:04;12/06/2020 03:04;-22.25;-42.66;RJ
79788;50;1;42;Entregue;5/27/20 7:45;03/06/2020 07:45;11/06/2020 07:45;-22.19;-48.79;SP
79789;1;9;41;Entregue;5/27/20 8:07;15/06/2020 08:07;11/06/2020 08:07;-18.1;-44.38;MG
79790;10;10;28;Entregue;5/27/20 8:57;01/06/2020 08:57;13/06/2020 08:57;-27.45;-50.95;SC
79791;15;4;27;Entregue;5/27/20 9:00;11/06/2020 09:00;11/06/2020 09:00;-3.79;-52.48;PA
79792;49;9;1;Entregue;5/27/20 9:16;10/06/2020 09:16;13/06/2020 09:16;-10.83;-63.34;RO
79793;44;8;1;Entregue;5/27/20 9:24;14/06/2020 09:24;15/06/2020 09:24;-9.46;-48.26;TO
79794;58;10;42;Entregue;5/27/20 9:34;11/06/2020 09:34;12/06/2020 09:34;-22.25;-42.66;RJ
79795;52;5;42;Entregue;5/27/20 10:25;06/06/2020 10:25;16/06/2020 10:25;-10.83;-63.34;RO
79796;10;10;28;Entregue;5/27/20 10:59;30/05/2020 10:59;12/06/2020 10:59;-22.19;-48.79;SP
79797;23;3;12;Entregue;5/27/20 11:00;14/06/2020 11:00;15/06/2020 11:00;-22.25;-42.66;RJ
79798;38;7;2;Entregue;5/27/20 11:07;12/06/2020 11:07;12/06/2020 11:07;-5.42;-45.44;MA
79799;58;1;32;Entregue;5/27/20 11:13;02/06/2020 11:13;16/06/2020 11:13;-20.51;-54.54;MS
79800;21;4;8;Entregue;5/27/20 11:41;07/06/2020 11:41;15/06/2020 11:41;-10.57;-37.45;SE
79801;34;8;29;Entregue;5/27/20 11:44;07/06/2020 11:44;12/06/2020 11:44;-22.25;-42.66;RJ
79802;33;6;28;Entregue;5/27/20 11:55;15/06/2020 11:55;14/06/2020 11:55;-22.25;-42.66;RJ
79803;15;1;16;Entregue;5/27/20 12:07;02/06/2020 12:07;13/06/2020 12:07;-22.25;-42.66;RJ
79804;11;9;9;Entregue;5/27/20 12:07;09/06/2020 12:07;16/06/2020 12:07;-10.83;-63.34;RO
79805;52;6;24;Entregue;5/27/20 12:12;15/06/2020 12:12;11/06/2020 12:12;-22.19;-48.79;SP
79806;59;8;6;Entregue;5/27/20 12:20;04/06/2020 12:20;15/06/2020 12:20;-5.2;-39.53;CE
79807;40;5;10;Entregue;5/27/20 12:30;07/06/2020 12:30;13/06/2020 12:30;-7.28;-36.72;PB
79808;33;9;25;Entregue;5/27/20 12:30;06/06/2020 12:30;16/06/2020 12:30;-7.28;-36.72;PB
79809;46;2;26;Entregue;5/27/20 12:31;03/06/2020 12:31;16/06/2020 12:31;-8.77;-70.55;AC
79810;11;7;10;Entregue;5/27/20 13:02;05/06/2020 13:02;15/06/2020 13:02;-7.28;-36.72;PB
79811;24;8;35;Entregue;5/27/20 13:06;15/06/2020 13:06;16/06/2020 13:06;-22.19;-48.79;SP
79812;57;5;33;Entregue;5/27/20 13:07;01/06/2020 13:07;14/06/2020 13:07;-22.25;-42.66;RJ
79813;15;2;3;Entregue;5/27/20 13:23;31/05/2020 13:23;16/06/2020 13:23;-22.19;-48.79;SP
79814;51;7;22;Entregue;5/27/20 13:34;01/06/2020 13:34;14/06/2020 13:34;-22.25;-42.66;RJ
79815;31;1;39;Entregue;5/27/20 13:37;07/06/2020 13:37;14/06/2020 13:37;-18.1;-44.38;MG
79816;42;9;12;Entregue;5/27/20 13:47;03/06/2020 13:47;14/06/2020 13:47;-22.19;-48.79;SP
79817;35;6;30;Entregue;5/27/20 13:49;12/06/2020 13:49;15/06/2020 13:49;-22.25;-42.66;RJ
79818;53;10;30;Entregue;5/27/20 14:04;12/06/2020 14:04;11/06/2020 14:04;-9.62;-36.82;AL
79819;26;10;12;Entregue;5/27/20 14:07;08/06/2020 14:07;11/06/2020 14:07;-5.81;-36.59;RN
79820;1;5;35;Entregue;5/27/20 14:54;08/06/2020 14:54;15/06/2020 14:54;-22.19;-48.79;SP
79821;62;6;2;Entregue;5/27/20 14:56;14/06/2020 14:56;15/06/2020 14:56;-3.79;-52.48;PA
79822;66;8;23;Entregue;5/27/20 14:58;02/06/2020 14:58;14/06/2020 14:58;-27.45;-50.95;SC
79823;21;4;31;Entregue;5/27/20 14:59;16/06/2020 14:59;14/06/2020 14:59;-22.19;-48.79;SP
79824;25;4;34;Entregue;5/27/20 15:04;30/05/2020 15:04;15/06/2020 15:04;-10.57;-37.45;SE
79825;8;6;2;Entregue;5/27/20 15:19;12/06/2020 15:19;12/06/2020 15:19;-12.64;-55.42;MT
79826;32;7;30;Entregue;5/27/20 15:23;01/06/2020 15:23;11/06/2020 15:23;-10.83;-63.34;RO
79827;30;3;31;Entregue;5/27/20 15:26;09/06/2020 15:26;13/06/2020 15:26;-5.81;-36.59;RN
79828;9;9;4;Entregue;5/27/20 15:27;30/05/2020 15:27;13/06/2020 15:27;-22.19;-48.79;SP
79829;60;6;1;Entregue;5/27/20 15:56;10/06/2020 15:56;16/06/2020 15:56;1.99;-61.33;RR
79830;65;7;13;Entregue;5/27/20 15:57;03/06/2020 15:57;16/06/2020 15:57;-5.2;-39.53;CE
79831;18;3;22;Entregue;5/27/20 16:00;12/06/2020 16:00;15/06/2020 16:00;-22.19;-48.79;SP
79832;53;1;18;Entregue;5/27/20 16:26;31/05/2020 16:26;15/06/2020 16:26;-22.25;-42.66;RJ
79833;29;1;40;Entregue;5/27/20 16:27;14/06/2020 16:27;15/06/2020 16:27;-19.19;-40.34;ES
79834;34;2;25;Entregue;5/27/20 16:40;31/05/2020 16:40;13/06/2020 16:40;-22.19;-48.79;SP
79835;34;4;6;Entregue;5/27/20 16:42;30/05/2020 16:42;12/06/2020 16:42;-9.62;-36.82;AL
79836;46;7;4;Entregue;5/27/20 16:42;04/06/2020 16:42;14/06/2020 16:42;-22.19;-48.79;SP
79837;30;2;40;Entregue;5/27/20 16:54;08/06/2020 16:54;16/06/2020 16:54;-12.64;-55.42;MT
79838;58;8;4;Entregue;5/27/20 17:10;09/06/2020 17:10;15/06/2020 17:10;-10.83;-63.34;RO
79839;56;3;28;Entregue;5/27/20 17:10;06/06/2020 17:10;15/06/2020 17:10;-22.19;-48.79;SP
79840;36;5;1;Entregue;5/27/20 17:11;06/06/2020 17:11;15/06/2020 17:11;1.41;-51.77;AP
79841;65;9;16;Entregue;5/27/20 17:14;12/06/2020 17:14;14/06/2020 17:14;-15.83;-47.86;DF
79842;16;10;9;Entregue;5/27/20 17:22;31/05/2020 17:22;15/06/2020 17:22;-22.25;-42.66;RJ
79843;7;9;18;Entregue;5/27/20 17:29;10/06/2020 17:29;14/06/2020 17:29;-9.46;-48.26;TO
79844;48;2;22;Entregue;5/27/20 17:42;12/06/2020 17:42;12/06/2020 17:42;-22.25;-42.66;RJ
79845;59;5;38;Entregue;5/27/20 17:54;11/06/2020 17:54;15/06/2020 17:54;-20.51;-54.54;MS
79846;48;8;15;Entregue;5/27/20 17:59;16/06/2020 17:59;14/06/2020 17:59;-7.28;-36.72;PB
79847;33;2;2;Entregue;5/27/20 18:02;11/06/2020 18:02;13/06/2020 18:02;-22.19;-48.79;SP
79848;22;1;38;Entregue;5/27/20 18:11;02/06/2020 18:11;11/06/2020 18:11;-8.38;-37.86;PE
79849;41;3;4;Entregue;5/27/20 18:14;01/06/2020 18:14;15/06/2020 18:14;-22.25;-42.66;RJ
79850;35;9;40;Entregue;5/27/20 18:21;31/05/2020 18:21;14/06/2020 18:21;-9.62;-36.82;AL
79851;32;8;28;Entregue;5/27/20 18:26;07/06/2020 18:26;13/06/2020 18:26;-6.6;-42.28;PI
79852;43;10;27;Entregue;5/27/20 18:27;07/06/2020 18:27;14/06/2020 18:27;-8.77;-70.55;AC
79853;29;4;7;Entregue;5/27/20 18:29;04/06/2020 18:29;15/06/2020 18:29;-9.62;-36.82;AL
79854;18;1;14;Entregue;5/27/20 18:33;02/06/2020 18:33;13/06/2020 18:33;-27.45;-50.95;SC
79855;20;3;31;Entregue;5/27/20 18:35;08/06/2020 18:35;11/06/2020 18:35;1.41;-51.77;AP
79856;8;5;31;Entregue;5/27/20 18:47;12/06/2020 18:47;15/06/2020 18:47;-8.38;-37.86;PE
79857;7;7;28;Entregue;5/27/20 19:01;07/06/2020 19:01;12/06/2020 19:01;-24.89;-51.55;PR
79858;43;8;15;Entregue;5/27/20 19:06;11/06/2020 19:06;14/06/2020 19:06;-22.25;-42.66;RJ
79859;53;1;24;Entregue;5/27/20 19:10;06/06/2020 19:10;12/06/2020 19:10;-10.83;-63.34;RO
79860;23;9;17;Entregue;5/27/20 19:13;05/06/2020 19:13;11/06/2020 19:13;-13.29;-41.71;BA
79861;27;5;37;Entregue;5/27/20 19:17;13/06/2020 19:17;13/06/2020 19:17;-22.25;-42.66;RJ
79862;46;6;15;Entregue;5/27/20 19:47;16/06/2020 19:47;11/06/2020 19:47;-22.25;-42.66;RJ
79863;66;8;39;Entregue;5/27/20 20:13;13/06/2020 20:13;14/06/2020 20:13;-3.79;-52.48;PA
79864;40;10;23;Entregue;5/27/20 20:28;14/06/2020 20:28;11/06/2020 20:28;-20.51;-54.54;MS
79865;30;10;32;Entregue;5/27/20 20:33;15/06/2020 20:33;14/06/2020 20:33;-9.62;-36.82;AL
79866;54;6;36;Entregue;5/27/20 20:37;30/05/2020 20:37;12/06/2020 20:37;-7.28;-36.72;PB
79867;20;3;25;Entregue;5/27/20 20:41;15/06/2020 20:41;14/06/2020 20:41;-22.25;-42.66;RJ
79868;26;5;42;Entregue;5/27/20 20:45;02/06/2020 20:45;13/06/2020 20:45;-10.57;-37.45;SE
79869;15;6;25;Entregue;5/27/20 20:49;02/06/2020 20:49;16/06/2020 20:49;-22.19;-48.79;SP
79870;66;6;35;Entregue;5/27/20 21:12;03/06/2020 21:12;12/06/2020 21:12;-6.6;-42.28;PI
