Idade,Curso_Tecnico,Anos_Para_Formar,Gosta_Matematica,Gosta_Programacao,Gosta_Biologia,Gosta_Fisica,Gosta_Quimica,Gosta_Arte_Design,Gosta_Comunicacao,Gosta_Negocios,Gosta_Historia,Gosta_Geografia,Graduacao_Indicada
25,Não,7,5,2,4,4,1,5,3,1,5,1,Design
30,Sim,6,2,5,5,1,5,1,2,2,5,4,Medicina
25,Não,6,1,1,1,2,4,1,5,2,1,4,Direito
19,Sim,3,1,5,4,5,4,1,1,1,3,5,Medicina
45,Não,3,4,4,3,1,4,1,5,5,4,4,Direito
35,Não,3,1,1,4,3,2,2,3,2,3,4,Psicologia
48,Não,5,3,5,3,1,4,4,1,4,1,2,Administração
23,Sim,7,3,2,2,3,4,3,3,5,4,3,Administração
44,Sim,5,2,3,2,3,2,1,4,2,4,2,Direito
34,Sim,7,4,2,1,4,4,2,3,4,4,3,Administração
21,Não,7,2,4,4,1,3,3,5,2,3,2,Medicina
39,Não,4,4,3,5,5,4,2,2,5,5,3,Odontologia
38,Sim,4,5,1,2,1,3,1,3,4,3,2,Administração
42,Não,4,4,3,2,3,4,2,5,2,3,3,Direito
28,Não,7,5,1,3,1,1,3,4,3,4,2,Direito
35,Sim,7,5,5,1,5,3,4,4,3,5,5,Direito
17,Não,5,2,5,1,4,2,1,2,5,5,5,Administração
19,Sim,7,3,5,3,4,5,1,2,5,5,4,Ciência da Computação
43,Sim,6,4,5,5,4,1,1,2,4,2,1,Administração
34,Não,6,2,5,2,3,2,2,3,1,4,1,Licenciatura em História
46,Sim,7,5,3,1,2,1,5,4,2,5,2,Direito
18,Não,6,5,1,3,3,4,1,5,1,2,5,Educação Física
21,Sim,7,1,5,4,5,2,1,2,3,5,1,Educação Física
45,Sim,4,1,5,1,4,5,2,1,2,5,5,Licenciatura em História
49,Sim,7,4,1,2,3,1,2,5,3,1,2,Licenciatura em Matemática
36,Sim,4,3,3,2,3,5,1,1,2,2,5,Licenciatura em Geografia
46,Sim,3,1,5,2,4,1,5,4,4,5,3,Direito
21,Sim,6,5,3,4,1,5,2,2,1,4,4,Medicina
37,Sim,3,2,5,4,5,5,2,1,5,2,4,Odontologia
31,Não,6,3,3,2,2,2,1,5,4,2,2,Administração
36,Sim,3,4,4,3,2,4,5,4,2,4,5,Direito
24,Sim,7,2,5,3,5,4,3,4,3,1,5,Educação Física
47,Não,3,4,5,2,3,5,3,4,1,1,4,Comunicação Social
28,Não,6,2,2,3,4,4,1,5,1,5,4,Direito
37,Sim,5,2,2,5,4,3,5,4,3,5,3,Direito
46,Não,6,3,3,2,5,3,5,4,4,5,2,Direito
43,Sim,5,4,2,1,5,5,2,1,4,5,2,Administração
42,Sim,7,1,3,5,4,5,1,4,5,2,2,Odontologia
49,Não,6,2,5,5,4,3,3,2,1,2,1,Licenciatura em Biologia
42,Não,3,2,5,3,5,3,2,1,5,3,4,Administração
42,Sim,7,1,4,5,3,3,1,2,2,5,1,Licenciatura em História
17,Não,6,3,4,4,2,2,2,4,3,3,5,Direito
31,Sim,7,3,2,3,2,1,1,1,5,5,2,Administração
17,Sim,5,3,5,3,1,2,2,2,5,3,5,Ciência da Computação
27,Não,7,5,3,4,5,3,2,5,5,1,4,Medicina
18,Sim,3,5,2,5,1,1,5,5,2,5,5,Direito
17,Não,6,3,4,3,1,4,4,1,2,3,4,Design
47,Não,5,3,1,3,2,3,1,2,2,5,2,Licenciatura em História
32,Não,7,1,3,1,4,3,5,1,5,5,4,Administração
38,Sim,4,5,1,3,4,4,1,1,4,4,5,Administração
34,Sim,5,4,2,3,4,1,5,4,3,5,2,Direito
33,Sim,5,3,2,4,5,3,3,1,3,1,1,Medicina
46,Não,3,3,1,3,2,1,5,4,2,4,3,Direito
26,Sim,3,3,2,3,5,2,3,4,1,5,3,Direito
37,Não,7,2,2,5,5,5,3,3,1,2,1,Odontologia
32,Não,4,5,5,3,3,2,2,1,5,4,1,Administração
22,Sim,5,4,3,2,4,5,4,5,5,1,5,Engenharia
19,Não,7,2,4,2,3,3,1,3,3,1,1,Administração
37,Sim,4,2,5,1,3,2,3,5,3,5,4,Direito
29,Não,7,4,2,2,2,2,1,3,3,4,3,Psicologia
34,Sim,5,4,4,2,4,4,2,4,1,3,3,Direito
40,Não,7,4,2,4,1,5,4,5,5,3,3,Odontologia
43,Não,3,4,3,4,3,5,2,2,3,4,4,Odontologia
20,Sim,3,4,2,1,3,3,4,3,1,1,3,Design
38,Sim,6,3,1,4,1,4,3,4,3,5,3,Odontologia
40,Sim,4,4,1,3,1,4,5,4,3,3,3,Direito
26,Sim,5,4,1,1,2,5,4,1,3,4,2,Design
18,Sim,4,5,1,3,3,4,2,4,3,1,3,Educação Física
22,Não,3,3,4,5,3,1,1,2,4,2,2,Administração
34,Não,5,2,1,4,2,3,3,1,3,4,2,Medicina
33,Sim,6,3,2,3,1,2,4,5,3,5,5,Direito
39,Sim,3,1,5,5,3,5,3,4,3,5,3,Odontologia
46,Não,3,4,2,4,1,4,3,3,4,2,5,Odontologia
37,Não,4,2,2,4,5,4,4,5,4,1,1,Odontologia
26,Sim,7,1,2,1,3,4,1,1,4,5,4,Administração
29,Sim,4,2,2,2,5,3,3,3,2,5,3,Licenciatura em História
28,Sim,3,3,5,2,3,2,3,5,1,2,5,Ciência da Computação
25,Não,4,1,1,3,1,4,2,1,5,1,5,Administração
20,Não,7,4,3,1,5,2,3,4,5,1,1,Administração
40,Não,6,4,4,2,2,2,3,1,4,4,5,Administração
50,Não,5,1,5,3,4,3,3,3,3,3,1,Psicologia
21,Sim,3,3,5,3,2,4,3,3,4,3,5,Ciência da Computação
31,Sim,4,1,5,2,2,4,1,1,3,5,1,Licenciatura em História
20,Sim,3,3,4,5,5,2,5,3,4,1,1,Ciência da Computação
24,Não,5,2,2,3,5,4,5,3,3,5,5,Design
40,Não,4,3,4,2,2,3,5,2,4,2,3,Administração
44,Sim,6,1,5,5,5,4,3,3,5,3,4,Odontologia
43,Sim,5,1,2,2,2,4,5,4,1,5,1,Direito
17,Não,7,2,5,3,3,4,1,1,3,1,1,Educação Física
50,Sim,7,1,3,5,4,3,2,4,1,4,5,Direito
33,Sim,3,5,1,3,3,2,4,2,4,1,4,Administração
42,Não,7,1,1,2,5,2,3,1,2,1,1,Licenciatura em História
40,Sim,4,5,5,1,2,4,3,1,1,5,3,Licenciatura em Matemática
37,Não,7,1,2,1,3,3,3,5,5,2,5,Administração
46,Sim,6,1,3,2,2,4,2,2,5,3,5,Administração
29,Sim,4,2,3,4,3,3,2,4,3,5,4,Medicina
19,Sim,3,5,2,5,1,3,5,3,2,4,1,Medicina
48,Não,3,2,2,1,1,2,4,4,5,2,2,Administração
35,Não,7,5,3,2,1,1,1,1,3,2,3,Licenciatura em Matemática
30,Não,7,5,1,4,4,1,4,4,3,2,1,Design
38,Não,3,4,1,3,3,5,1,5,1,1,3,Psicologia
33,Sim,4,5,3,3,5,5,4,5,2,1,1,Design
20,Não,5,2,4,3,3,1,4,1,2,5,2,Design
35,Sim,3,2,3,2,2,2,4,3,3,2,4,Design
18,Sim,6,3,5,5,3,5,2,3,3,1,4,Ciência da Computação
31,Sim,4,1,4,2,3,1,2,2,4,4,4,Administração
18,Sim,5,4,2,4,1,2,4,3,2,5,1,Design
27,Sim,5,1,3,5,2,5,3,1,3,3,1,Medicina
39,Sim,4,2,3,3,3,5,4,1,3,2,3,Design
26,Sim,3,4,4,1,4,1,5,5,3,3,4,Engenharia
19,Não,5,5,3,1,5,5,5,4,2,5,2,Direito
21,Sim,6,2,5,1,1,2,3,5,4,2,1,Administração
19,Não,4,2,1,4,3,1,4,5,4,2,1,Administração
29,Sim,7,2,3,3,2,2,3,2,4,5,1,Administração
35,Não,3,2,1,1,1,5,2,4,3,3,1,Direito
40,Sim,4,4,2,5,1,2,3,4,1,3,1,Direito
40,Não,6,1,2,1,3,4,3,1,5,1,4,Administração
33,Sim,5,1,3,4,2,3,5,4,5,1,3,Medicina
26,Não,3,5,2,1,2,5,5,4,1,1,3,Design
18,Não,3,2,3,4,4,4,1,3,2,2,3,Medicina
39,Não,4,2,1,4,1,3,1,4,2,4,1,Direito
22,Sim,4,1,4,5,4,1,2,3,5,2,3,Administração
18,Sim,6,5,3,4,2,3,3,5,1,1,2,Medicina
37,Não,7,3,4,2,5,1,5,4,4,2,4,Administração
45,Não,4,4,1,3,5,4,3,4,2,1,4,Psicologia
23,Sim,4,1,1,4,5,3,1,1,4,1,5,Medicina
45,Sim,4,4,4,2,3,5,3,2,3,5,4,Licenciatura em Matemática
39,Sim,6,1,3,2,3,4,3,1,5,4,4,Administração
49,Sim,5,5,4,1,2,3,5,2,4,2,4,Administração
24,Sim,7,2,3,5,4,2,3,1,4,2,1,Administração
28,Não,6,3,3,1,3,2,5,5,3,5,1,Direito
26,Não,4,4,4,5,2,1,1,5,4,5,3,Direito
31,Não,5,3,1,1,5,4,4,4,4,3,4,Direito
40,Não,4,2,5,1,5,2,1,3,2,3,2,Licenciatura em Matemática
42,Sim,6,1,2,2,1,3,3,1,1,1,3,Licenciatura em Geografia
19,Sim,3,5,5,3,4,5,1,5,4,2,1,Engenharia
18,Não,4,2,1,2,2,1,4,2,1,3,3,Design
22,Sim,5,3,2,1,2,3,3,2,4,5,4,Administração
37,Sim,7,3,4,3,5,1,3,2,4,3,1,Administração
25,Não,3,3,5,1,3,2,3,4,2,4,5,Direito
26,Não,4,1,3,1,3,4,5,5,5,3,4,Direito
19,Sim,4,3,1,3,2,5,3,3,3,1,4,Educação Física
40,Não,5,1,1,2,3,2,3,3,4,1,1,Administração
38,Sim,3,3,1,4,2,4,3,5,4,3,3,Odontologia
30,Não,3,4,5,1,1,5,3,5,2,2,1,Comunicação Social
43,Sim,3,4,3,4,3,4,3,4,5,1,2,Odontologia
49,Não,4,2,5,2,1,2,3,1,3,2,1,Comunicação Social
38,Sim,3,2,3,4,4,5,3,2,2,3,3,Odontologia
45,Sim,4,5,2,2,1,3,2,4,3,2,2,Licenciatura em Matemática
35,Sim,4,3,4,4,4,2,2,5,2,5,2,Direito
35,Não,3,3,1,4,1,1,1,5,2,2,3,Psicologia
22,Sim,6,1,3,1,3,5,1,4,4,5,3,Direito
35,Sim,7,2,5,3,1,4,3,3,4,5,3,Administração
29,Não,7,4,5,3,3,2,3,1,1,5,1,Educação Física
42,Não,6,1,1,2,2,4,3,4,1,1,1,Comunicação Social
38,Sim,3,4,1,1,2,3,1,5,5,4,1,Direito
37,Sim,4,1,1,4,4,4,5,4,1,2,1,Odontologia
18,Não,5,2,2,2,5,2,1,5,3,4,3,Direito
46,Não,6,3,4,3,1,5,3,1,1,2,1,Comunicação Social
43,Sim,7,3,3,4,3,2,4,3,5,2,3,Administração
23,Sim,7,2,1,1,5,1,2,5,1,2,1,Direito
36,Não,4,4,3,2,2,1,4,2,4,1,2,Administração
47,Sim,7,5,5,5,3,4,1,5,2,4,4,Odontologia
39,Sim,7,5,4,1,3,4,5,2,1,3,5,Design
29,Sim,4,2,4,2,5,2,4,1,4,5,3,Administração
33,Não,3,1,3,4,3,4,4,5,2,3,1,Medicina
20,Não,7,3,5,2,5,4,2,5,1,1,5,Licenciatura em Matemática
30,Sim,3,4,5,1,1,4,1,4,5,3,5,Direito
36,Sim,5,5,2,3,1,5,5,3,3,5,4,Design
29,Sim,3,3,1,3,1,1,1,3,3,4,4,Psicologia
19,Não,4,2,5,1,2,5,1,2,4,2,1,Administração
42,Sim,4,3,1,4,5,2,5,5,2,5,1,Direito
42,Não,4,5,1,3,1,3,2,2,1,1,2,Licenciatura em Matemática
34,Sim,7,4,3,5,2,1,3,2,1,3,1,Educação Física
48,Não,6,1,1,5,2,2,4,3,4,4,1,Administração
30,Sim,7,1,3,5,2,4,1,2,1,2,3,Medicina
19,Não,3,3,4,2,1,3,5,4,3,5,1,Direito
17,Não,5,1,5,4,3,3,3,5,4,4,4,Medicina
42,Sim,5,5,3,4,1,3,1,1,1,4,5,Licenciatura em Matemática
40,Não,5,4,2,3,2,5,4,4,2,5,1,Direito
30,Sim,5,1,3,1,4,2,4,2,1,2,5,Design
19,Não,6,1,1,5,1,5,1,2,5,1,3,Medicina
29,Sim,5,2,2,5,1,5,1,4,4,3,5,Medicina
30,Não,7,1,1,1,3,1,3,2,1,5,5,Licenciatura em Geografia
37,Não,5,1,2,1,1,5,4,5,4,4,5,Direito
42,Sim,4,5,3,5,1,4,5,1,4,4,2,Odontologia
19,Não,3,1,1,1,2,3,1,2,2,4,2,Medicina
20,Sim,7,2,3,2,2,2,5,5,2,5,4,Direito
17,Sim,6,2,5,3,4,5,3,3,3,2,1,Educação Física
49,Sim,7,2,2,2,2,2,1,1,3,4,2,Licenciatura em História
23,Não,4,1,4,5,5,1,2,3,4,2,1,Administração
27,Não,5,3,4,3,3,3,2,2,5,2,3,Administração
43,Não,5,3,3,3,1,1,5,3,2,4,5,Design
30,Sim,6,5,2,3,1,5,1,3,5,3,4,Administração
38,Sim,3,3,2,4,5,2,5,5,5,2,5,Administração
32,Não,5,5,3,4,3,1,4,4,4,3,4,Direito
28,Sim,6,5,4,3,5,3,3,5,3,2,4,Engenharia
26,Não,5,2,5,4,5,5,1,5,2,1,1,Medicina
40,Não,7,4,4,2,3,5,2,3,2,5,1,Licenciatura em Matemática
34,Sim,6,5,1,5,1,3,5,2,4,3,3,Medicina
38,Sim,6,1,4,5,1,1,2,4,5,2,5,Administração
25,Sim,6,2,1,5,3,2,5,3,5,5,3,Administração
33,Sim,5,1,1,1,2,3,2,1,2,4,1,Licenciatura em História
29,Não,6,1,5,2,3,1,3,2,2,3,1,Comunicação Social
22,Sim,7,3,5,5,5,4,1,4,2,3,5,Ciência da Computação
37,Sim,3,1,4,5,5,1,4,3,1,5,3,Design
23,Sim,3,5,3,5,1,1,3,1,2,2,3,Educação Física
41,Não,4,1,4,5,3,4,4,3,5,1,3,Odontologia
27,Sim,7,1,5,4,3,3,5,2,4,3,3,Medicina
30,Sim,7,3,1,4,1,3,3,2,2,4,1,Medicina
45,Não,6,1,1,2,5,1,4,2,2,1,2,Design
26,Não,4,5,3,2,1,4,4,5,2,1,4,Design
21,Não,7,5,4,5,4,2,2,2,5,3,2,Administração
24,Sim,7,1,3,5,5,1,5,4,1,1,2,Design
21,Não,7,5,3,5,3,2,5,3,5,5,5,Administração
40,Não,5,5,4,1,2,5,2,2,2,2,3,Licenciatura em Matemática
42,Sim,7,3,2,3,2,3,5,3,1,2,3,Design
22,Sim,5,2,4,4,2,1,3,5,3,1,2,Educação Física
32,Não,7,2,3,5,3,1,5,5,5,2,2,Administração
28,Sim,3,4,2,1,3,4,2,4,5,3,1,Direito
27,Sim,5,2,3,1,2,4,1,2,4,3,1,Administração
19,Não,5,1,3,1,2,5,1,4,1,3,4,Direito
22,Sim,6,5,3,4,4,4,2,3,2,4,3,Engenharia
35,Sim,7,2,1,3,1,2,3,3,1,4,2,Psicologia
34,Não,4,3,4,5,2,4,4,5,2,1,4,Medicina
32,Não,4,4,5,5,2,4,4,5,2,3,4,Medicina
39,Sim,4,1,1,3,4,1,2,5,2,3,5,Direito
25,Não,4,2,4,4,1,4,1,3,4,5,3,Medicina
19,Não,3,5,1,1,2,1,3,4,5,3,3,Direito
24,Sim,4,3,4,5,4,2,4,4,3,1,5,Ciência da Computação
20,Sim,6,2,2,1,5,5,5,3,4,1,1,Administração
28,Sim,4,5,5,3,1,5,5,2,2,5,3,Ciência da Computação
47,Não,6,2,2,5,1,1,1,4,5,3,2,Direito
41,Não,5,1,2,5,5,5,1,4,3,2,5,Odontologia
32,Sim,7,4,4,5,2,4,3,2,3,5,5,Medicina
30,Sim,4,5,3,2,5,3,1,5,4,2,4,Administração
29,Sim,6,4,3,3,2,3,1,3,2,4,4,Psicologia
23,Sim,6,4,3,3,2,3,1,3,1,2,5,Educação Física
28,Não,7,3,3,1,4,3,5,5,3,3,4,Direito
20,Não,5,5,5,4,4,4,3,1,2,1,3,Medicina
18,Não,4,3,2,5,3,2,4,4,2,2,5,Design
19,Não,6,4,1,5,1,2,4,4,3,3,4,Direito
20,Não,4,1,5,5,4,5,4,4,4,4,2,Medicina
28,Não,3,1,4,3,1,4,1,4,4,4,1,Direito
35,Sim,6,2,5,5,2,5,2,3,1,4,3,Odontologia
26,Não,5,2,5,3,4,5,3,1,3,4,4,Educação Física
17,Não,7,5,4,4,3,2,2,2,4,2,1,Administração
33,Não,6,1,1,4,2,3,4,3,4,5,1,Medicina
32,Não,3,4,2,3,5,1,5,3,5,5,1,Administração
25,Sim,7,1,5,5,4,4,5,3,2,1,4,Medicina
25,Sim,5,5,4,3,1,3,2,5,5,2,1,Ciência da Computação
25,Não,4,2,4,5,3,5,1,2,5,4,2,Medicina
28,Sim,4,2,1,5,3,1,2,5,5,3,4,Direito
31,Sim,6,3,5,2,3,3,1,1,2,5,3,Licenciatura em História
18,Sim,7,2,4,3,2,2,4,5,3,1,4,Design
27,Sim,3,4,1,1,2,4,1,4,2,5,1,Direito
27,Não,3,5,1,1,4,2,2,2,4,1,1,Administração
24,Não,5,2,4,4,1,5,5,3,5,2,1,Medicina
48,Não,7,2,4,5,5,5,3,2,2,3,5,Odontologia
22,Não,7,4,5,5,2,3,4,2,1,1,5,Medicina
36,Não,4,2,5,2,3,5,3,2,2,5,1,Licenciatura em História
24,Sim,5,4,2,5,3,1,1,5,2,4,5,Direito
50,Não,5,2,4,4,1,1,2,1,2,3,4,Licenciatura em Geografia
35,Não,5,4,3,3,5,5,3,2,1,4,5,Educação Física
23,Sim,7,2,3,3,4,3,2,2,5,4,5,Administração
47,Sim,4,5,2,4,4,1,1,3,1,3,4,Psicologia
34,Não,5,3,4,2,2,4,4,3,5,2,5,Administração
30,Sim,4,3,1,3,5,3,5,2,2,2,1,Design
33,Não,5,1,3,4,2,3,4,4,3,5,4,Medicina
25,Sim,7,3,5,5,2,1,5,5,3,2,2,Ciência da Computação
36,Não,4,4,3,3,1,5,3,4,4,2,3,Administração
44,Não,6,4,4,4,4,2,3,3,3,4,3,Psicologia
36,Não,5,3,3,2,3,4,2,2,1,5,2,Licenciatura em História
43,Não,7,4,2,3,1,2,4,3,5,1,2,Administração
24,Sim,4,5,5,2,1,3,5,2,2,2,4,Ciência da Computação
48,Não,3,4,2,1,3,1,1,5,3,4,1,Direito
17,Não,7,5,1,2,5,5,5,1,1,3,4,Design
33,Não,7,5,1,4,3,3,2,4,4,1,5,Medicina
25,Não,3,5,1,5,3,4,2,4,4,5,4,Medicina
36,Sim,3,2,1,3,3,3,1,4,2,3,3,Direito
48,Sim,6,1,4,2,3,4,3,5,3,4,5,Direito
18,Não,6,4,4,3,4,5,3,3,5,5,2,Administração
48,Não,6,2,4,3,4,4,5,1,3,1,5,Design
25,Sim,7,1,2,4,1,4,3,5,2,5,4,Medicina
46,Não,7,2,2,4,1,1,5,3,2,5,4,Design
36,Não,7,4,3,1,5,5,1,5,4,1,2,Administração
17,Sim,6,5,5,5,3,3,5,4,4,4,1,Ciência da Computação
21,Sim,4,2,2,1,5,3,1,3,1,5,2,Engenharia
17,Sim,7,1,3,4,5,5,1,5,3,2,2,Medicina
30,Não,7,1,1,1,5,2,2,4,4,2,2,Administração
25,Não,7,1,1,2,5,5,2,5,2,1,3,Odontologia
46,Não,6,2,2,2,4,5,5,5,1,1,1,Design
40,Não,5,1,4,3,3,4,5,2,3,5,5,Design
20,Sim,6,3,3,1,1,4,2,1,5,2,2,Administração
30,Sim,5,1,5,1,2,4,3,2,5,5,2,Administração
41,Sim,6,1,3,4,4,3,2,3,3,4,1,Psicologia
20,Sim,4,2,4,1,5,1,2,5,1,2,4,Direito
41,Não,4,4,4,3,2,2,2,4,3,4,1,Direito
26,Não,7,2,2,4,3,4,2,4,1,5,4,Medicina
23,Sim,6,2,4,3,3,2,2,4,1,5,1,Direito
29,Não,5,3,4,2,5,2,1,2,3,5,1,Ciência da Computação
20,Sim,5,4,5,4,4,1,4,3,1,3,4,Engenharia
30,Sim,4,2,4,5,2,1,2,1,2,5,3,Educação Física
34,Não,7,3,1,3,5,3,2,5,3,2,4,Psicologia
24,Não,5,2,4,5,2,5,1,3,1,5,3,Medicina
48,Não,6,3,1,5,4,1,5,3,1,4,3,Design
43,Não,7,5,5,3,1,4,5,1,5,3,3,Administração
39,Não,6,1,2,4,2,5,3,2,2,5,4,Odontologia
23,Não,6,1,1,5,3,2,3,3,1,2,3,Educação Física
28,Não,4,2,2,4,2,3,4,2,3,2,3,Medicina
41,Não,6,3,2,5,2,5,1,3,2,1,3,Odontologia
19,Sim,3,5,1,3,3,1,1,2,2,5,5,Educação Física
42,Sim,7,1,3,1,3,2,2,5,4,2,1,Administração
20,Não,3,2,4,4,2,5,4,4,2,3,2,Medicina
31,Não,6,2,5,5,2,1,1,1,3,5,5,Educação Física
48,Sim,6,3,2,1,2,2,4,3,4,5,4,Administração
45,Sim,4,4,3,1,4,1,3,2,5,4,1,Administração
26,Sim,4,2,2,1,3,2,3,3,4,2,5,Administração
37,Sim,4,5,3,3,5,4,2,3,5,4,5,Administração
32,Não,4,5,5,3,3,4,2,2,4,2,3,Administração
35,Sim,5,4,3,3,4,3,5,2,2,1,5,Design
45,Sim,4,5,5,3,2,2,1,5,1,2,5,Psicologia
34,Sim,6,3,4,4,2,3,1,5,5,1,4,Medicina
32,Sim,6,2,3,5,4,1,5,5,5,3,3,Direito
17,Não,7,3,2,4,1,3,1,1,1,5,3,Medicina
18,Sim,3,4,4,1,4,5,1,2,2,4,2,Engenharia
31,Não,5,4,2,5,2,1,2,5,3,2,5,Psicologia
44,Não,5,3,2,5,3,3,4,4,2,2,2,Design
17,Não,7,1,4,1,3,5,3,2,4,5,5,Administração
21,Não,7,4,4,2,3,1,3,3,2,5,2,Design
38,Não,4,2,5,5,1,2,3,3,2,4,4,Psicologia
29,Sim,7,4,3,4,5,3,1,1,2,2,4,Engenharia
17,Não,5,3,5,5,5,1,5,4,1,1,5,Design
32,Sim,3,3,1,1,2,3,5,4,1,1,1,Design
38,Sim,3,5,1,1,3,2,3,3,3,2,1,Licenciatura em Matemática
48,Não,5,1,5,4,3,2,2,3,1,3,2,Psicologia
32,Não,4,3,5,1,3,1,5,4,5,4,2,Direito
31,Sim,3,5,3,5,3,4,2,3,4,5,3,Medicina
28,Não,3,5,4,3,4,2,1,5,2,5,3,Direito
17,Não,4,2,1,4,2,1,1,3,5,4,3,Administração
33,Não,3,5,4,1,4,4,4,1,1,2,5,Design
44,Sim,6,1,2,2,1,2,1,3,1,3,2,Medicina
23,Sim,5,2,2,2,2,5,1,5,2,2,1,Licenciatura em Matemática
25,Não,3,3,4,3,3,4,2,1,5,2,3,Administração
38,Não,3,3,2,5,3,5,5,5,1,1,5,Odontologia
42,Não,4,5,1,3,4,3,5,2,4,5,4,Administração
28,Sim,3,4,1,5,5,3,3,1,2,2,1,Engenharia
23,Não,4,1,2,2,4,5,2,3,3,2,3,Psicologia
31,Não,5,1,1,1,5,4,2,3,4,1,4,Administração
37,Não,6,5,2,3,2,1,4,4,4,1,4,Administração
30,Não,7,1,3,1,2,4,1,5,3,3,3,Direito
18,Sim,5,2,3,2,2,4,5,1,5,2,4,Administração
24,Não,3,5,4,5,1,5,3,1,1,2,3,Medicina
22,Não,6,4,2,1,2,5,4,4,3,5,3,Direito
49,Sim,7,3,3,2,4,4,4,2,1,2,5,Design
22,Não,7,1,3,4,4,2,1,4,1,5,5,Direito
42,Não,3,3,1,3,5,4,5,5,3,2,2,Design
30,Sim,7,4,4,5,2,5,3,5,2,5,5,Medicina
24,Não,7,4,4,5,5,4,2,1,5,5,1,Medicina
29,Sim,5,2,3,4,4,5,1,2,4,5,2,Medicina
29,Não,5,4,3,3,3,2,3,1,4,2,5,Administração
44,Não,7,4,4,1,2,5,1,3,3,3,4,Licenciatura em Matemática
34,Não,4,1,1,2,1,5,2,5,1,5,3,Direito
35,Sim,3,3,5,2,1,5,2,2,5,2,5,Administração
48,Não,4,1,1,1,3,2,3,4,1,2,1,Comunicação Social
38,Sim,4,1,5,1,5,5,1,2,1,5,2,Licenciatura em História
18,Sim,7,5,4,3,5,5,2,3,4,1,4,Engenharia
29,Sim,3,5,4,4,5,5,4,4,1,4,5,Engenharia
39,Sim,4,2,4,2,2,3,2,1,3,3,1,Administração
41,Sim,5,2,2,4,5,2,3,3,1,5,5,Psicologia
44,Sim,5,4,2,3,1,3,5,1,3,1,4,Design
27,Não,3,2,2,1,1,1,2,1,3,4,2,Comunicação Social
49,Não,4,2,4,2,1,3,4,5,1,4,3,Direito
40,Não,6,4,3,4,5,2,5,4,4,3,2,Direito
18,Não,6,3,4,5,2,1,5,5,4,1,2,Administração
46,Sim,3,4,5,2,1,2,3,3,4,1,5,Administração
33,Não,3,4,1,5,4,2,4,3,4,3,5,Administração
50,Não,6,3,5,5,1,4,2,4,5,5,1,Odontologia
38,Sim,4,4,1,5,2,5,2,3,1,5,2,Odontologia
21,Não,4,5,5,5,1,2,4,4,1,4,4,Direito
32,Sim,7,2,1,2,3,5,2,1,4,1,2,Administração
29,Não,3,4,3,5,3,3,1,5,5,1,3,Medicina
42,Não,4,1,1,2,3,3,3,3,4,3,3,Administração
47,Sim,6,2,4,1,1,4,3,4,5,3,1,Direito
39,Não,6,5,5,4,2,4,2,1,5,4,1,Odontologia
28,Não,5,5,2,4,5,5,3,4,1,5,1,Medicina
30,Não,4,4,3,4,2,5,3,2,2,5,4,Medicina
34,Não,7,3,5,1,4,3,4,3,1,5,4,Design
43,Sim,7,1,3,4,4,3,1,2,1,2,1,Licenciatura em Biologia
44,Não,3,4,2,1,2,4,4,1,3,2,4,Design
34,Sim,5,3,2,3,1,2,4,2,5,4,3,Administração
32,Sim,6,5,2,2,3,2,4,1,2,2,3,Design
32,Não,6,2,2,3,3,1,2,4,5,3,1,Direito
29,Sim,3,5,2,1,5,4,2,3,1,2,5,Engenharia
45,Não,7,4,4,5,1,5,4,3,2,3,2,Odontologia
25,Sim,7,3,1,1,5,4,4,4,4,2,5,Administração
42,Sim,6,4,2,2,2,2,1,2,4,4,2,Administração
44,Sim,3,5,5,3,5,2,5,5,4,2,5,Administração
29,Sim,4,1,5,1,4,3,4,5,2,3,3,Direito
25,Não,5,5,2,2,5,2,1,4,5,4,5,Direito
30,Não,7,4,3,5,3,4,2,2,5,5,3,Medicina
28,Não,7,3,2,3,4,3,1,5,2,5,3,Direito
48,Não,7,4,4,3,3,3,1,3,3,2,1,Psicologia
19,Sim,4,2,1,4,2,3,5,5,3,1,5,Medicina
32,Não,4,2,5,3,5,1,5,1,5,5,1,Administração
36,Não,5,3,2,4,5,5,4,3,3,2,4,Odontologia
48,Não,7,5,1,3,5,1,5,2,3,3,3,Design
39,Sim,6,4,1,3,1,5,3,2,1,4,2,Educação Física
33,Sim,7,2,2,1,1,5,2,1,1,3,1,Educação Física
32,Sim,5,1,1,5,4,4,3,2,2,3,1,Medicina
24,Sim,5,2,5,5,3,5,2,1,3,1,1,Medicina
35,Sim,6,5,2,3,2,4,5,2,2,5,3,Design
46,Não,4,3,3,3,1,3,2,5,3,4,5,Direito
50,Sim,6,1,2,4,3,4,4,3,1,2,2,Odontologia
30,Não,5,4,5,5,5,2,1,3,3,5,1,Psicologia
38,Sim,6,4,2,1,5,1,2,3,1,5,1,Licenciatura em Matemática
33,Sim,7,3,2,5,3,4,5,1,4,3,3,Medicina
31,Sim,5,1,2,2,5,5,3,2,4,4,4,Administração
48,Sim,4,1,4,5,1,4,3,5,2,2,1,Odontologia
29,Sim,4,1,4,1,2,4,5,5,5,3,1,Direito
37,Sim,6,3,5,5,1,3,5,1,3,2,3,Design
49,Não,6,3,1,1,5,1,2,2,4,1,4,Administração
43,Sim,6,4,2,4,2,3,4,1,1,5,3,Design
